Rank,Name,Platform,Platform2,Year,Year2,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7132,NBA Street: Showdown,PSP,PSP,2005,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.23
7133,3rd Super Robot Wars Z Jigoku Hen,PS3,PS3,2014,2014,Role-Playing,Namco Bandai Games,0,0,0.23,0,0.23
7134,Cars 2,3DS,3DS,2011,2011,Racing,Disney Interactive Studios,0.21,0,0,0.02,0.23
7135,Petz Monkeyz House,DS,DS,2008,2008,Simulation,Ubisoft,0.2,0,0,0.02,0.23
7136,Spec Ops: The Line,PC,PC,2012,2012,Shooter,Take-Two Interactive,0.11,0.09,0,0.03,0.23
7137,Legion: The Legend of Excalibur,PS2,PS2,2002,2002,Action,Midway Games,0.11,0.09,0,0.03,0.22
7138,FaceBreaker K.O. Party,Wii,Wii,2008,2008,Fighting,Electronic Arts,0.2,0.01,0,0.02,0.22
7139,Justice League Heroes,PSP,PSP,2006,2006,Role-Playing,Eidos Interactive,0.2,0.01,0,0.02,0.22
7140,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,PS3,2011,2011,Action,Namco Bandai Games,0,0,0.22,0,0.22
7141,TNA iMPACT!,PS2,PS2,2008,2008,Fighting,Midway Games,0.1,0,0,0.12,0.22
7142,Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,DS,2006,2006,Misc,Konami Digital Entertainment,0.18,0.03,0,0.02,0.22
7143,Def Jam: Fight for NY,GC,GC,2004,2004,Fighting,Electronic Arts,0.17,0.05,0,0.01,0.22
7144,Sword Art Online: Infinity Moment,PSP,PSP,2013,2013,Role-Playing,Namco Bandai Games,0,0,0.22,0,0.22
7145,Spartan: Total Warrior,PS2,PS2,2005,2005,Action,Sega,0.11,0.09,0,0.03,0.22
7146,Killer is Dead,PS3,PS3,2013,2013,Action,Deep Silver,0.12,0.04,0.05,0.02,0.22
7147,EX Monopoly,GBA,GBA,2001,2001,Misc,Takara,0.16,0.06,0,0,0.22
7148,Star Trek: The Game,X360,X360,2013,2013,Action,Namco Bandai Games,0.12,0.09,0,0.02,0.22
7149,64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,N64,1997,1997,Misc,Namco Bandai Games,0,0,0.22,0,0.22
7150,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GC,GC,2003,2003,Misc,Acclaim Entertainment,0.17,0.04,0,0.01,0.22
7151,Deadly Duck,2600,2600,1981,1993,Shooter,20th Century Fox Video Games,0.21,0.01,0,0,0.22
7152,Assault,2600,2600,1982,1993,Action,Bomb,0.21,0.01,0,0,0.22
7153,Reactor,2600,2600,1981,1993,Action,Parker Bros.,0.21,0.01,0,0,0.22
7154,Ys Seven,PSP,PSP,2009,2009,Role-Playing,Falcom Corporation,0.14,0,0.08,0.01,0.22
7155,Marvel Super Hero Squad: The Infinity Gauntlet,DS,DS,2010,2010,Action,THQ,0.17,0.03,0,0.02,0.22
7156,Gundam Battle Chronicle,PSP,PSP,2007,2007,Action,Namco Bandai Games,0,0,0.22,0,0.22
7157,G-Force,PS3,PS3,2009,2009,Action,Disney Interactive Studios,0.13,0.06,0,0.03,0.22
7158,Danball Senki Boost,PSP,PSP,2011,2011,Action,Level 5,0,0,0.22,0,0.22
7159,Kidz Bop Dance Party! The Video Game,Wii,Wii,2010,2010,Misc,D3Publisher,0.21,0,0,0.01,0.22
7160,Conflict: Vietnam,XB,XB,2004,2004,Shooter,SCi,0.17,0.05,0,0.01,0.22
7161,Whirl Tour,PS2,PS2,2002,2002,Sports,Crave Entertainment,0.11,0.09,0,0.03,0.22
7162,Time Crisis: Crisis Zone,PS2,PS2,2004,2004,Shooter,Namco Bandai Games,0.11,0.09,0,0.03,0.22
7163,Momotarou Dentetsu 15,PS2,PS2,2005,2005,Misc,Hudson Soft,0,0,0.22,0,0.22
7164,Dark Souls II,XOne,XOne,2015,2015,Role-Playing,Namco Bandai Games,0.13,0.07,0,0.02,0.22
7165,Discovery Kids: Dolphin Discovery,DS,DS,2008,2008,Simulation,505 Games,0.21,0,0,0.01,0.22
7166,Ben 10 Ultimate Alien: Cosmic Destruction,PS2,PS2,2010,2010,Platform,D3Publisher,0.13,0.06,0,0.04,0.22
7167,Hatsune Miku: Project Mirai 2,3DS,3DS,2013,2013,Action,Sega,0,0,0.22,0,0.22
7168,Skies of Arcadia Legends,GC,GC,2002,2002,Role-Playing,Atari,0.17,0.04,0,0.01,0.22
7169,Cloudy With a Chance of Meatballs,DS,DS,2009,2009,Platform,Ubisoft,0.2,0.01,0,0.02,0.22
7170,MotoGP 08,PS2,PS2,2008,2008,Racing,Capcom,0.01,0,0,0.21,0.22
7171,Madden NFL 12,PSP,PSP,2011,2011,Sports,Electronic Arts,0.21,0,0,0.02,0.22
7172,Sengoku Basara 3 Utage,PS3,PS3,2011,2011,Action,Capcom,0,0,0.22,0,0.22
7173,Breath of Fire,GBA,GBA,2001,2001,Role-Playing,Ubisoft,0.11,0.04,0.06,0,0.22
7174,Ragnarok DS,DS,DS,2008,2008,Role-Playing,GungHo,0.1,0,0.11,0.01,0.22
7175,Ford vs. Chevy,PS2,PS2,2005,2005,Racing,Global Star,0.11,0.09,0,0.03,0.22
7176,NCAA Football 2005,GC,GC,2004,2004,Sports,Electronic Arts,0.17,0.04,0,0.01,0.22
7177,Hamtaro: Ham-Ham Games,GBA,GBA,2004,2004,Sports,Nintendo,0.16,0.06,0,0,0.22
7178,Danny Phantom: The Ultimate Enemy,GBA,GBA,2005,2005,Action,THQ,0.16,0.06,0,0,0.22
7179,Petz Rescue: Endangered Paradise,DS,DS,2008,2008,Adventure,Ubisoft,0.21,0,0,0.02,0.22
7180,MotoGP 09/10,PS3,PS3,2010,2010,Racing,Capcom,0.05,0.13,0,0.04,0.22
7181,Rune Factory: Tides of Destiny,PS3,PS3,2011,2011,Role-Playing,Marvelous Interactive,0.14,0,0.07,0.01,0.22
7182,A Boy and His Blob,Wii,Wii,2009,2009,Platform,Majesco Entertainment,0.19,0.02,0,0.02,0.22
7183,Battleborn,PS4,PS4,2016,2016,Shooter,Take-Two Interactive,0.09,0.08,0.01,0.04,0.22
7184,Move Fitness,PS3,PS3,N/A,1992,Sports,Sony Computer Entertainment,0,0.17,0,0.05,0.22
7185,Atelier Escha & Logy: Alchemists of the Dusk Sky,PS3,PS3,2013,2013,Role-Playing,Tecmo Koei,0.06,0.04,0.1,0.02,0.22
7186,Hidden Mysteries: Buckingham Palace,DS,DS,2010,2010,Puzzle,Avanquest,0.13,0.07,0,0.02,0.22
7187,Crazy Climber,2600,2600,1981,1993,Action,Atari,0.21,0.01,0,0,0.22
7188,Super Adventure Island,SNES,SNES,1992,1993,Platform,Hudson Soft,0,0,0.22,0,0.22
7189,Bust-A-Move 4,PS,PS,1998,1998,Puzzle,Acclaim Entertainment,0.12,0.08,0,0.01,0.22
7190,The Legend of Spyro: The Eternal Night,Wii,Wii,2007,2007,Platform,Vivendi Games,0.18,0.02,0,0.02,0.22
7191,NFL Quarterback Club 97,PS,PS,1996,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01,0.22
7192,Rampage: Total Destruction,Wii,Wii,2006,2006,Action,Midway Games,0.19,0.01,0,0.02,0.22
7193,Galactic Wrestling: Featuring Ultimate Muscle,PS2,PS2,2004,2004,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22
7194,Petz: Horse Club,Wii,Wii,2008,2008,Misc,Ubisoft,0.2,0,0,0.02,0.22
7195,Dino Stalker,PS2,PS2,2002,2002,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22
7196,Rapala's Fishing Frenzy,Wii,Wii,2008,2008,Sports,Activision,0.2,0,0,0.02,0.22
7197,Mobile Suit Gundam Seed,PS2,PS2,2003,2003,Action,Namco Bandai Games,0,0,0.22,0,0.22
7198,Shinobi,3DS,3DS,2011,2011,Platform,Sega,0.14,0.07,0,0.02,0.22
7199,Puss in Boots,Wii,Wii,2011,2011,Action,THQ,0.19,0.01,0,0.01,0.22
7200,Tony Hawk's Downhill Jam,DS,DS,2006,2006,Sports,Activision,0.2,0,0,0.02,0.22
7201,Mega Man Zero 3,GBA,GBA,2004,2004,Platform,Capcom,0.16,0.06,0,0,0.22
7202,LEGO The Lord of the Rings,PC,PC,2012,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.13,0,0.03,0.22
7203,Hitman: HD Trilogy,PS3,PS3,2013,2013,Action,Square Enix,0.07,0.1,0,0.04,0.22
7204,Aliens vs Predator: Requiem,PSP,PSP,2007,2007,Action,Vivendi Games,0.03,0.12,0,0.07,0.22
7205,Castlevania: Lords of Shadow 2,PS3,PS3,2014,2014,Action,Konami Digital Entertainment,0.03,0.13,0.02,0.04,0.22
7206,Barbie: Groom and Glam Pups,Wii,Wii,2010,2010,Action,THQ,0.19,0.02,0,0.01,0.22
7207,KORG DS-10 Synthesizer,DS,DS,2008,2008,Misc,AQ Interactive,0.2,0.01,0,0.02,0.22
7208,Tenchu: Shadow Assassins,Wii,Wii,2008,2008,Action,Ubisoft,0.16,0.01,0.03,0.02,0.22
7209,Barbie Super Sports,PS,PS,1999,1999,Sports,Mattel Interactive,0.12,0.08,0,0.01,0.22
7210,CSI: Fatal Conspiracy,Wii,Wii,2010,2010,Adventure,Ubisoft,0.12,0.08,0,0.02,0.22
7211,Nicktoons Collection: Game Boy Advance Video Volume 2,GBA,GBA,2004,2004,Misc,N/A,0.16,0.06,0,0,0.22
7212,Jackass the Game,PSP,PSP,2007,2007,Action,Empire Interactive,0.09,0.08,0,0.05,0.22
7213,The Legend of Heroes: Trails of Cold Steel,PS3,PS3,2013,2013,Role-Playing,Nippon Ichi Software,0.05,0.04,0.12,0.02,0.22
7214,Tom Clancy's Rainbow Six: Siege,PC,PC,2015,2015,Shooter,Ubisoft,0.12,0.08,0,0.02,0.22
7215,Dungeon Hunter Alliance,PSV,PSV,2012,2012,Action,Ubisoft,0.09,0.1,0,0.04,0.22
7216,LEGO Harry Potter: Years 5-7,PC,PC,N/A,1992,Action,Warner Bros. Interactive Entertainment,0.05,0.14,0,0.03,0.22
7217,Duel Masters: Kaijudo Showdown,GBA,GBA,2004,2004,Misc,Atari,0.16,0.06,0,0,0.22
7218,Imagine: Boutique Owner,DS,DS,2009,2009,Simulation,Ubisoft,0.2,0,0,0.02,0.22
7219,The Walking Dead: Season Two,PS3,PS3,2014,2014,Adventure,Telltale Games,0.09,0.09,0,0.04,0.22
7220,The Lord of the Rings: The Third Age,GBA,GBA,2004,2004,Role-Playing,Electronic Arts,0.16,0.06,0,0,0.22
7221,Cursed Mountain,Wii,Wii,2009,2009,Adventure,Deep Silver,0.09,0.1,0,0.02,0.22
7222,The Suffering,XB,XB,2004,2004,Action,Midway Games,0.16,0.05,0,0.01,0.22
7223,Dragon Quest Builders: Revive Alefgard,PS4,PS4,2016,2016,Role-Playing,Square Enix,0,0,0.22,0,0.22
7224,Tetris Worlds,GC,GC,2002,2002,Puzzle,THQ,0.17,0.04,0,0.01,0.22
7225,Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,X360,2014,2014,Adventure,Activision,0.11,0.09,0,0.02,0.22
7226,ECW Hardcore Revolution,N64,N64,2000,2000,Fighting,Acclaim Entertainment,0.18,0.04,0,0,0.22
7227,Mega Man 64,N64,N64,2000,2000,Action,Capcom,0.14,0.03,0.05,0,0.22
7228,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,N64,1996,1996,Sports,Imagineer,0,0,0.22,0,0.22
7229,Rampage 2: Universal Tour,N64,N64,1999,1999,Action,GT Interactive,0.18,0.04,0,0,0.22
7230,Ms. Pac-Man: Maze Madness,N64,N64,2000,2000,Puzzle,Namco Bandai Games,0.18,0.04,0,0,0.22
7231,Tales of Graces,Wii,Wii,2009,2009,Role-Playing,Namco Bandai Games,0,0,0.22,0,0.22
7232,Age of Empires: Mythologies,DS,DS,2008,2008,Strategy,THQ,0.17,0.03,0,0.02,0.22
7233,Viewtiful Joe 2,GC,GC,2004,2004,Action,Capcom,0.17,0.04,0,0.01,0.22
7234,Where's Waldo? The Fantastic Journey,DS,DS,2009,2009,Adventure,Ubisoft,0.2,0,0,0.02,0.22
7235,ATV Quad Kings,Wii,Wii,2009,2009,Racing,Zoo Digital Publishing,0.21,0,0,0.01,0.22
7236,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PS2,PS2,2002,2002,Misc,Acclaim Entertainment,0.11,0.08,0,0.03,0.22
7237,Jewel Quest: Expeditions,DS,DS,2007,2007,Puzzle,Avanquest,0.03,0.18,0,0.01,0.22
7238,NBA Jam Extreme,PS,PS,1996,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01,0.22
7239,Dragon Ball: Origins (JP & incomplete US sales),DS,DS,2008,2008,Adventure,Atari,0.04,0,0.17,0,0.22
7240,Touch the Dead,DS,DS,2007,2007,Shooter,Eidos Interactive,0.2,0,0,0.02,0.22
7241,Tropico 3,X360,X360,2009,2009,Strategy,Kalypso Media,0.15,0.02,0.03,0.02,0.22
7242,Nickelodeon Party Blast,XB,XB,2002,2002,Misc,Infogrames,0.16,0.05,0,0.01,0.22
7243,Ben 10 Alien Force: Vilgax Attacks,X360,X360,2009,2009,Action,D3Publisher,0.11,0.09,0,0.02,0.22
7244,NHL Championship 2000,PS,PS,1998,1998,Sports,Fox Interactive,0.12,0.08,0,0.01,0.22
7245,G.I. Joe: The Rise of Cobra,Wii,Wii,2009,2009,Action,Electronic Arts,0.17,0.03,0,0.02,0.22
7246,Shellshock: Nam '67,XB,XB,2004,2004,Shooter,Eidos Interactive,0.16,0.05,0,0.01,0.22
7247,Hunted: The Demon's Forge,X360,X360,2011,2011,Action,Bethesda Softworks,0.13,0.07,0,0.02,0.22
7248,Kartia: The Word of Fate,PS,PS,1998,1998,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.01,0.22
7249,Tales of Berseria,PS4,PS4,2016,2016,Role-Playing,Namco Bandai Games,0,0,0.22,0,0.22
7250,All-Star Baseball 2002,GC,GC,2001,2001,Sports,Acclaim Entertainment,0.17,0.04,0,0.01,0.22
7251,Magna Carta: Tears of Blood,PS2,PS2,2004,2004,Role-Playing,505 Games,0.11,0.08,0,0.03,0.22
7252,Lethal Skies Elite Pilot: Team SW,PS2,PS2,2001,2001,Simulation,Sammy Corporation,0.11,0.08,0,0.03,0.22
7253,Capcom vs. SNK,DC,OTRA,2000,2000,Fighting,Virgin Interactive,0,0,0.22,0,0.22
7254,NBA Live 09 All-Play,Wii,Wii,2008,2008,Sports,Electronic Arts,0.19,0.01,0,0.02,0.22
7255,Infinite Space,DS,DS,2009,2009,Role-Playing,Sega,0.07,0.06,0.07,0.01,0.22
7256,Yoostar2,X360,X360,2011,2011,Misc,Unknown,0.11,0.09,0,0.02,0.22
7257,Transformers: Devastation,PS4,PS4,2015,2015,Action,Activision,0.1,0.08,0,0.04,0.22
7258,Tamagotchi no KiraKira Omisecchi,DS,DS,2008,2008,Misc,Namco Bandai Games,0,0,0.22,0,0.22
7259,From Russia With Love,GC,GC,2005,2005,Action,Electronic Arts,0.17,0.04,0,0.01,0.22
7260,You Don't Know Jack,Wii,Wii,2011,2011,Misc,THQ,0.2,0,0,0.01,0.22
7261,Just Dance 2016,PS3,PS3,2015,2015,Misc,Ubisoft,0.1,0.08,0,0.04,0.22
7262,Pinball Hall of Fame: The Williams Collection,PS3,PS3,2009,2009,Misc,Crave Entertainment,0.2,0,0,0.02,0.22
7263,Guitar Hero: Smash Hits,PS2,PS2,2009,2009,Misc,Activision,0.11,0.01,0,0.1,0.22
7264,NFL Quarterback Club 2002,PS2,PS2,2001,2001,Sports,Acclaim Entertainment,0.11,0.08,0,0.03,0.22
7265,Kirby's Star Stacker,GB,OTRA,1997,1997,Puzzle,Nintendo,0,0,0.22,0,0.22
7266,NCAA Basketball 09,X360,X360,2008,2008,Sports,Electronic Arts,0.2,0,0,0.02,0.22
7267,Full Auto,X360,X360,2006,2006,Shooter,Sega,0.19,0.01,0,0.02,0.22
7268,Dead Island,PC,PC,2011,2011,Action,Deep Silver,0.12,0.07,0,0.03,0.22
7269,Growlanser: Heritage of War,PS2,PS2,2006,2006,Role-Playing,Rising Star Games,0.11,0.08,0,0.03,0.22
7270,Hasbro Family Game Night,DS,DS,2009,2009,Puzzle,Electronic Arts,0.01,0.19,0,0.02,0.22
7271,Shin Megami Tensei x Fire Emblem,WiiU,WiiU,2015,2015,Role-Playing,Nintendo,0.1,0.04,0.06,0.01,0.22
7272,Rugby 2004,PS2,PS2,2003,2003,Sports,Electronic Arts,0.11,0.08,0,0.03,0.22
7273,Disney's Magical Quest Starring Mickey and Minnie,GBA,GBA,2002,2002,Action,Nintendo,0.16,0.06,0,0,0.22
7274,Spirit Camera: The Cursed Memoir,3DS,3DS,2012,2012,Adventure,Nintendo,0.12,0.02,0.06,0.01,0.22
7275,NBA 06,PSP,PSP,2005,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02,0.22
7276,Naruto: Ninja Council,GBA,GBA,2003,2003,Action,Tomy Corporation,0.16,0.06,0,0,0.22
7277,Shin Megami Tensei: Persona,PSP,PSP,2009,2009,Role-Playing,Atlus,0.08,0,0.13,0.01,0.22
7278,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,DS,DS,2007,2007,Adventure,Tecmo Koei,0,0,0.22,0,0.22
7279,Wreckless: ThE YaKuza MisSiOns,PS2,PS2,2002,2002,Racing,Activision,0.11,0.08,0,0.03,0.22
7280,Madden NFL 07,DS,DS,2006,2006,Sports,Electronic Arts,0.2,0,0,0.02,0.22
7281,Jikkyou Powerful Major League,PS2,PS2,2006,2006,Sports,Konami Digital Entertainment,0,0,0.22,0,0.22
7282,NFL 2K3,GC,GC,2002,2002,Sports,Sega,0.17,0.04,0,0.01,0.22
7283,Darksiders II,PS4,PS4,2015,2015,Action,Nordic Games,0.09,0.1,0,0.04,0.22
7284,Saltwater Sportfishing,PS,PS,2001,2001,Sports,Take-Two Interactive,0.12,0.08,0,0.01,0.22
7285,Yoshi Touch & Go (JP sales),DS,DS,2005,2005,Platform,Nintendo,0,0,0.22,0,0.22
7286,Samurai Jack: The Amulet of Time,GBA,GBA,2003,2003,Platform,Zoo Digital Publishing,0.16,0.06,0,0,0.22
7287,Pass the Pigs,DS,DS,2008,2008,Misc,THQ,0.2,0,0,0.02,0.22
7288,J-League Winning Eleven 2008: Club Championship,PS2,PS2,2008,2008,Sports,Konami Digital Entertainment,0,0,0.22,0,0.22
7289,Jackie Chan: Stuntmaster,PS,PS,1999,1999,Action,Sony Computer Entertainment,0.12,0.08,0,0.01,0.22
7290,Sports Car GT,PS,PS,1999,1999,Racing,Electronic Arts,0.12,0.08,0,0.01,0.22
7291,Lost Planet 3,PS3,PS3,2013,2013,Shooter,Capcom,0.07,0.06,0.06,0.03,0.22
7292,Order Up!,Wii,Wii,2008,2008,Misc,Zoo Digital Publishing,0.19,0.01,0,0.02,0.22
7293,Code Name: S.T.E.A.M.,3DS,3DS,2015,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.22
7294,SBK X: Superbike World Championship,PS3,PS3,2010,2010,Racing,Black Bean Games,0.05,0.13,0,0.04,0.22
7295,NBA Live 14,PS4,PS4,2013,2013,Sports,Electronic Arts,0.14,0.05,0,0.03,0.22
7296,Scooby-Doo! Mystery Mayhem,GC,GC,2004,2004,Action,THQ,0.17,0.04,0,0.01,0.22
7297,Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,SAT,1995,1995,Sports,Sega,0,0,0.22,0,0.22
7298,American Idol,GBA,GBA,2003,2003,Misc,Codemasters,0.15,0.06,0,0,0.22
7299,Summer Athletics: The Ultimate Challenge (Others sales),Wii,Wii,2008,2008,Sports,DTP Entertainment,0,0.2,0,0.01,0.22
7300,Britney's Dance Beat,GBA,GBA,2002,2002,Misc,THQ,0.15,0.06,0,0,0.22
7301,Shrek SuperSlam,GC,GC,2005,2005,Action,Activision,0.17,0.04,0,0.01,0.22
7302,Sniper: Ghost Warrior 2,X360,X360,2013,2013,Shooter,City Interactive,0.06,0.13,0,0.02,0.22
7303,Over G Fighters,X360,X360,2006,2006,Simulation,Ubisoft,0.19,0.01,0,0.02,0.22
7304,Sailor Moon,SNES,SNES,1993,1993,Action,Namco Bandai Games,0,0,0.22,0,0.22
7305,Apache: Air Assault,PS3,PS3,2010,2010,Simulation,Activision,0.11,0.07,0,0.03,0.22
7306,One Piece: Pirate Warriors 3,PSV,PSV,2015,2015,Action,Namco Bandai Games,0,0.07,0.13,0.02,0.22
7307,Herdy Gerdy,PS2,PS2,2002,2002,Adventure,Eidos Interactive,0.11,0.08,0,0.03,0.22
7308,Armored Core V,X360,X360,2012,2012,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.22
7309,EVE Online,PC,PC,2003,2003,Role-Playing,CCP,0,0.19,0,0.02,0.22
7310,Digimon World Re:Digitize,PSP,PSP,2012,2012,Action,Namco Bandai Games,0,0,0.22,0,0.22
7311,Ninja Gaiden: Dragon Sword,DS,DS,2008,2008,Action,Tecmo Koei,0.17,0.02,0.02,0.02,0.22
7312,Ride,PS4,PS4,2015,2015,Racing,Milestone S.r.l.,0.03,0.13,0.03,0.03,0.22
7313,Blue Dragon Plus,DS,DS,2008,2008,Role-Playing,Ignition Entertainment,0.12,0.04,0.05,0.01,0.22
7314,Lords of the Fallen,XOne,XOne,2014,2014,Role-Playing,Square Enix,0.1,0.1,0,0.02,0.22
7315,NBA in the Zone 2000,PS,PS,2000,2000,Sports,Konami Digital Entertainment,0.12,0.08,0,0.01,0.21
7316,Dark Summit,PS2,PS2,2001,2001,Sports,THQ,0.11,0.08,0,0.03,0.21
7317,Afrika,PS3,PS3,2008,2008,Adventure,Unknown,0.12,0,0.08,0.01,0.21
7318,Cabela's Big Game Hunter: Ultimate Challenge,PS,PS,2001,2001,Sports,Activision Value,0.12,0.08,0,0.01,0.21
7319,The Legend of Heroes: Trails in the Sky First Chapter,PSP,PSP,2006,2006,Role-Playing,Ghostlight,0.1,0.03,0.06,0.03,0.21
7320,Are You Smarter Than a 5th Grader? Back to School,Wii,Wii,2010,2010,Misc,Nintendo,0.2,0,0,0.02,0.21
7321,Steins;Gate,PSV,PSV,2013,2013,Adventure,PQube,0.07,0.09,0,0.05,0.21
7322,The Dukes of Hazzard: Return of the General Lee,PS2,PS2,2004,2004,Racing,Ubisoft,0.11,0.08,0,0.03,0.21
7323,Pandemonium!,PS,PS,1996,1996,Platform,BMG Interactive Entertainment,0.12,0.08,0,0.01,0.21
7324,SingStar: Back to the 80s,PS3,PS3,2011,2011,Misc,Sony Computer Entertainment,0,0.16,0,0.05,0.21
7325,Namco Museum: 50th Anniversary,GC,GC,2005,2005,Misc,Namco Bandai Games,0.17,0.04,0,0.01,0.21
7326,Crash 'N' Burn,PS2,PS2,2004,2004,Racing,Eidos Interactive,0.11,0.08,0,0.03,0.21
7327,NBA,PSP,PSP,2005,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02,0.21
7328,Teenage Mutant Ninja Turtles: Smash-Up,PS2,PS2,2009,2009,Fighting,Ubisoft,0.11,0.08,0,0.03,0.21
7329,Pro Yakyuu Greatest Nine '97,SAT,SAT,1997,1997,Sports,Sega,0,0,0.21,0,0.21
7330,Transformers: Dark of the Moon,3DS,3DS,2011,2011,Action,Activision,0.16,0.04,0,0.02,0.21
7331,Final Fantasy Fables: Chocobo's Dungeon,Wii,Wii,2007,2007,Role-Playing,Square Enix,0.09,0,0.11,0.01,0.21
7332,Lunar: Silver Star Story Complete,SAT,SAT,1997,1997,Role-Playing,Kadokawa Shoten,0,0,0.21,0,0.21
7333,Dorabase DS: Dramatic Stadium,DS,DS,2007,2007,Sports,Namco Bandai Games,0,0,0.21,0,0.21
7334,Disaster Report,PS2,PS2,2002,2002,Action,Agetec,0.03,0.02,0.15,0.01,0.21
7335,EVE: burst error,SAT,SAT,1997,1997,Adventure,Imagineer,0,0,0.21,0,0.21
7336,We Sing Robbie Williams,Wii,Wii,2010,2010,Misc,Nordic Games,0,0.19,0,0.03,0.21
7337,Backyard NFL Football '09,Wii,Wii,2008,2008,Sports,Atari,0.2,0,0,0.02,0.21
7338,Pro Evolution Soccer 2012,Wii,Wii,2011,2011,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21
7339,Akiba's Trip: Undead & Undressed,PSV,PSV,2013,2013,Action,Nippon Ichi Software,0.09,0.02,0.08,0.03,0.21
7340,Speed Racer: The Videogame,PS2,PS2,2008,2008,Racing,Warner Bros. Interactive Entertainment,0.1,0.08,0,0.03,0.21
7341,College Hoops 2K7,X360,X360,2006,2006,Sports,Take-Two Interactive,0.2,0,0,0.02,0.21
7342,The Amazing Spider-Man 2 (2014),XOne,XOne,2014,2014,Action,Activision,0.12,0.07,0,0.02,0.21
7343,Big League Sports,X360,X360,2011,2011,Sports,Activision,0.18,0.02,0,0.01,0.21
7344,Bratz: Forever Diamondz,GC,GC,2006,2006,Adventure,THQ,0.17,0.04,0,0.01,0.21
7345,WCW Backstage Assault,PS,PS,1999,1999,Action,Electronic Arts,0.12,0.08,0,0.01,0.21
7346,UFC Undisputed 2010,PSP,PSP,2010,2010,Fighting,THQ,0.11,0.07,0,0.04,0.21
7347,Baja: Edge of Control,PS3,PS3,2008,2008,Racing,THQ,0.1,0.08,0,0.04,0.21
7348,Wild Wild Racing,PS2,PS2,2000,2000,Racing,Interplay,0.1,0.08,0,0.03,0.21
7349,Magician's Quest: Town of Magic,3DS,3DS,2012,2012,Simulation,Konami Digital Entertainment,0,0,0.21,0,0.21
7350,The Bard's Tale,PS2,PS2,2004,2004,Role-Playing,Ubisoft,0.1,0.08,0,0.03,0.21
7351,NCAA March Madness 08,X360,X360,2007,2007,Sports,Electronic Arts,0.2,0,0,0.02,0.21
7352,Momotarou Dentetsu 16,PS2,PS2,2006,2006,Misc,Hudson Soft,0,0,0.21,0,0.21
7353,Robotech: The Macross Saga,GBA,GBA,2002,2002,Shooter,TDK Mediactive,0.15,0.06,0,0,0.21
7354,Yu Yu Hakusho: Dark Tournament,PS2,PS2,N/A,1992,Fighting,N/A,0.1,0.08,0,0.03,0.21
7355,MTV Celebrity Deathmatch,XB,XB,2003,2003,Fighting,Gotham Games,0.16,0.05,0,0.01,0.21
7356,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,PS3,2010,2010,Action,Namco Bandai Games,0,0,0.21,0,0.21
7357,Conflict Zone,PS2,PS2,2002,2002,Strategy,Ubisoft,0.1,0.08,0,0.03,0.21
7358,Tony Hawk's American Sk8land,DS,DS,2005,2005,Sports,Activision,0.19,0.01,0,0.02,0.21
7359,de Blob 2,PS3,PS3,2011,2011,Platform,THQ,0.11,0.07,0,0.03,0.21
7360,The BIGS 2,X360,X360,2009,2009,Sports,Take-Two Interactive,0.19,0.01,0,0.02,0.21
7361,BloodRayne,XB,XB,2002,2002,Shooter,Universal Interactive,0.16,0.05,0,0.01,0.21
7362,Hannah Montana: The Movie,X360,X360,2009,2009,Adventure,Disney Interactive Studios,0.14,0.06,0,0.02,0.21
7363,50 Cent: Blood on the Sand,X360,X360,2009,2009,Shooter,THQ,0.12,0.07,0,0.02,0.21
7364,Bratz: Girlz Really Rock,Wii,Wii,2008,2008,Action,THQ,0.19,0,0,0.02,0.21
7365,NHL 2K6,XB,XB,2005,2005,Sports,Take-Two Interactive,0.16,0.05,0,0.01,0.21
7366,Tenchu: Return From Darkness,XB,XB,2004,2004,Action,Activision,0.16,0.05,0,0.01,0.21
7367,World Poker Tour,PS2,PS2,2005,2005,Misc,Take-Two Interactive,0.1,0.08,0,0.03,0.21
