,index,Rank,Name,Platform,Platform2,Year,Year2,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Genero,Plataforma
7823,7823,7827.0,Tokimeki Memorial Girl's Side 3rd Story,DS,DS,2010.0,2010,Adventure,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,3,2
7824,7824,7828.0,NHL Hitz Pro,PS2,PS2,2003.0,2003,Sports,Midway Games,0.09,0.07,0.0,0.02,0.19,0,8
7825,7825,7829.0,Tom Clancy's Splinter Cell: Blacklist,PC,PC,2013.0,2013,Action,Ubisoft,0.04,0.13,0.0,0.03,0.19,2,6
7826,7826,7830.0,Allied General,PS,PS,1996.0,1996,Strategy,SSI,0.11,0.07,0.0,0.01,0.19,10,7
7827,7827,7831.0,Fire ProWrestling G,PS,PS,1999.0,1999,Fighting,Human Entertainment,0.0,0.0,0.18,0.01,0.19,5,7
7828,7828,7832.0,Kamen Rider: Battride War,PS3,PS3,2013.0,2013,Action,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,2,9
7829,7829,7833.0,Binary Domain,X360,X360,2012.0,2012,Action,Sega,0.09,0.07,0.02,0.02,0.19,2,17
7830,7830,7834.0,IL-2 Sturmovik: Birds of Prey,PSP,PSP,2009.0,2009,Simulation,505 Games,0.08,0.07,0.0,0.04,0.19,9,11
7831,7831,7835.0,Farming Simulator 2015,XOne,XOne,2015.0,2015,Simulation,Koch Media,0.1,0.07,0.0,0.02,0.19,9,19
7832,7832,7836.0,Armored Core: For Answer,PS3,PS3,2008.0,2008,Simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19,9,9
7833,7833,7837.0,Mahjong: Journey Quest for Tikal,DS,DS,2008.0,2008,Puzzle,Rondomedia,0.15,0.03,0.0,0.01,0.19,6,2
7834,7834,7838.0,uDraw Studio: Instant Artist,Wii,Wii,2011.0,2011,Misc,THQ,0.08,0.09,0.0,0.02,0.19,4,15
7835,7835,7839.0,Naruto: Ninja Destiny,DS,DS,2006.0,2006,Fighting,Namco Bandai Games,0.02,0.01,0.16,0.0,0.19,5,2
7836,7836,7840.0,GunGriffon,SAT,SAT,1995.0,1995,Simulation,Sega,0.0,0.0,0.19,0.0,0.19,9,14
7837,7837,7841.0,SingStar Pop Vol.2,PS2,PS2,2008.0,2008,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,4,8
7838,7838,7842.0,SNK Arcade Classics Vol. 1,PS2,PS2,2008.0,2008,Misc,Ignition Entertainment,0.09,0.07,0.0,0.02,0.19,4,8
7839,7839,7843.0,Darkstalkers 3,PS,PS,1998.0,1998,Fighting,Capcom,0.11,0.07,0.0,0.01,0.19,5,7
7840,7840,7844.0,SpongeBob's Surf & Skate Roadtrip,X360,X360,2011.0,2011,Action,THQ,0.15,0.03,0.0,0.01,0.19,2,17
7841,7841,7845.0,Frequency,PS2,PS2,2001.0,2001,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,4,8
7842,7842,7846.0,Death Jr.,PSP,PSP,2005.0,2005,Platform,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.19,1,11
7843,7843,7847.0,Cars: Race-O-Rama,PS3,PS3,2009.0,2009,Racing,THQ,0.14,0.03,0.0,0.02,0.19,7,9
7844,7844,7848.0,Inazuma Eleven Strikers 2012 Xtreme,Wii,Wii,2011.0,2011,Role-Playing,Level 5,0.0,0.0,0.19,0.0,0.19,11,15
7845,7845,7849.0,The Polar Express,GBA,GBA,2004.0,2004,Adventure,THQ,0.14,0.05,0.0,0.0,0.19,3,3
7846,7846,7850.0,2002 FIFA World Cup,XB,XB,2002.0,2002,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,0,18
7847,7847,7851.0,Kan Colle Kai,PSV,PSV,2016.0,2016,Action,Kadokawa Games,0.0,0.0,0.19,0.0,0.19,2,12
7848,7848,7852.0,SpongeBob SquigglePants 3D,3DS,3DS,2011.0,2011,Misc,THQ,0.13,0.05,0.0,0.02,0.19,4,1
7849,7849,7853.0,Jampack: Summer 2003 (RP-T),PS2,PS2,2003.0,2003,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,4,8
7850,7850,7854.0,Need for Speed: Shift 2 Unleashed,PC,PC,2011.0,2011,Racing,Electronic Arts,0.05,0.11,0.0,0.03,0.19,7,6
7851,7851,7855.0,Monster 4x4: Stunt Racer,Wii,Wii,2009.0,2009,Racing,Ubisoft,0.18,0.0,0.0,0.01,0.19,7,15
7852,7852,7856.0,Frogger's Adventures 2: The Lost Wand,GBA,GBA,2002.0,2002,Adventure,Konami Digital Entertainment,0.14,0.05,0.0,0.0,0.19,3,3
7853,7853,7857.0,Sudeki,XB,XB,2004.0,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0.0,0.01,0.19,11,18
7854,7854,7858.0,Rango: The Video Game,PS3,PS3,2011.0,2011,Action,Electronic Arts,0.07,0.09,0.0,0.04,0.19,2,9
7855,7855,7859.0,The Amazing Spider-Man (Console Version),3DS,3DS,2012.0,2012,Action,Activision,0.15,0.03,0.0,0.01,0.19,2,1
7856,7856,7860.0,"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",PSP,PSP,2009.0,2009,Adventure,Sony Computer Entertainment,0.0,0.0,0.19,0.0,0.19,3,11
7857,7857,7861.0,Hyperdevotion Noire: Goddess Black Heart,PSV,PSV,2014.0,2014,Role-Playing,Idea Factory,0.08,0.02,0.06,0.03,0.19,11,12
7858,7858,7862.0,Hexen,N64,N64,1996.0,1996,Shooter,GT Interactive,0.15,0.04,0.0,0.0,0.19,8,5
7859,7859,7863.0,Mace: The Dark Age,N64,N64,1997.0,1997,Fighting,GT Interactive,0.15,0.04,0.0,0.0,0.19,5,5
7860,7860,7864.0,AeroFighters Assault,N64,N64,1997.0,1997,Action,Video System,0.15,0.04,0.0,0.0,0.19,2,5
7861,7861,7865.0,Puyo Puyo Sun 64,N64,N64,1997.0,1997,Puzzle,Compile,0.0,0.0,0.16,0.03,0.19,6,5
7862,7862,7866.0,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),N64,N64,1996.0,1996,Sports,Imagineer,0.0,0.0,0.19,0.0,0.19,0,5
7863,7863,7867.0,Quake,N64,N64,1998.0,1998,Shooter,GT Interactive,0.15,0.04,0.0,0.0,0.19,8,5
7864,7864,7868.0,Sesame Street: Elmo's Number Journey,N64,N64,1999.0,1999,Misc,NewKidCo,0.15,0.04,0.0,0.0,0.19,4,5
7865,7865,7869.0,Disney Magic World 2,3DS,3DS,2015.0,2015,Action,Nintendo,0.0,0.0,0.19,0.0,0.19,2,1
7866,7866,7870.0,Squeeballs Party,Wii,Wii,2009.0,2009,Puzzle,Performance Designed Products,0.18,0.0,0.0,0.01,0.19,6,15
7867,7867,7871.0,Tottadoo! Yoiko no Mujintou Seikatsu,DS,DS,2008.0,2008,Adventure,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,3,2
7868,7868,7872.0,Where's Waldo? The Fantastic Journey,Wii,Wii,2009.0,2009,Adventure,Ubisoft,0.18,0.0,0.0,0.01,0.19,3,15
7869,7869,7873.0,Family Game Night 4: The Game Show,Wii,Wii,2011.0,2011,Misc,Electronic Arts,0.13,0.04,0.0,0.01,0.19,4,15
7870,7870,7874.0,Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,GC,2004.0,2004,Action,Konami Digital Entertainment,0.15,0.04,0.0,0.01,0.19,2,4
7871,7871,7875.0,Saints Row IV,PC,PC,2013.0,2013,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,2,6
7872,7872,7876.0,Fighter Within,XOne,XOne,2013.0,2013,Fighting,Ubisoft,0.11,0.07,0.0,0.02,0.19,5,19
7873,7873,7877.0,Barbie Horse Adventures: Riding Camp,PS2,PS2,2008.0,2008,Sports,Activision,0.09,0.07,0.0,0.02,0.19,0,8
7874,7874,7878.0,SSX Tricky,GBA,GBA,2002.0,2002,Sports,Electronic Arts,0.14,0.05,0.0,0.0,0.19,0,3
7875,7875,7879.0,Kenka Banchou 4: Ichinen Sensou,PSP,PSP,2010.0,2010,Action,Spike,0.0,0.0,0.19,0.0,0.19,2,11
7876,7876,7880.0,Warhammer: Shadow of the Horned Rat,PS,PS,1996.0,1996,Strategy,Mindscape,0.11,0.07,0.0,0.01,0.19,10,7
7877,7877,7881.0,Shadows of the Damned,X360,X360,2011.0,2011,Action,Electronic Arts,0.1,0.06,0.01,0.02,0.19,2,17
7878,7878,7882.0,NBA 2K11,PC,PC,2010.0,2010,Action,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,2,6
7879,7879,7883.0,Pro Yakyuu Team o Tsukurou!,DS,DS,2008.0,2008,Sports,Sega,0.0,0.0,0.19,0.0,0.19,0,2
7880,7880,7884.0,Warriors: Legends of Troy,PS3,PS3,2011.0,2011,Action,Tecmo Koei,0.06,0.05,0.07,0.02,0.19,2,9
7881,7881,7885.0,Jeopardy!,DS,DS,2010.0,2010,Misc,THQ,0.18,0.0,0.0,0.01,0.19,4,2
7882,7882,7886.0,ESPN International Track & Field,PS2,PS2,2000.0,2000,Sports,Konami Digital Entertainment,0.09,0.07,0.0,0.02,0.19,0,8
7883,7883,7887.0,Lunar Legend,GBA,GBA,2002.0,2002,Role-Playing,Media Rings,0.14,0.05,0.0,0.0,0.19,11,3
7884,7884,7888.0,Conflict: Global Terror,PS2,PS2,2005.0,2005,Shooter,Eidos Interactive,0.09,0.07,0.0,0.02,0.19,8,8
7885,7885,7889.0,Valhalla Knights 3,PSV,PSV,2013.0,2013,Role-Playing,Xseed Games,0.04,0.01,0.12,0.01,0.19,11,12
7886,7886,7890.0,Tamagotchi Party On!,Wii,Wii,2006.0,2006,Misc,Namco Bandai Games,0.12,0.0,0.06,0.01,0.19,4,15
7887,7887,7891.0,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,PS2,PS2,2006.0,2006,Misc,D3Publisher,0.0,0.0,0.19,0.0,0.19,4,8
7888,7888,7892.0,Brunswick Pro Bowling,PS3,PS3,2010.0,2010,Sports,505 Games,0.1,0.06,0.0,0.03,0.19,0,9
7889,7889,7893.0,Shaun White Skateboarding,PS3,PS3,2010.0,2010,Sports,Ubisoft,0.11,0.05,0.0,0.03,0.19,0,9
7890,7890,7894.0,Hulk,GC,GC,2003.0,2003,Action,Universal Interactive,0.15,0.04,0.0,0.01,0.19,2,4
7891,7891,7895.0,The Heavy Rain and Beyond: Two Souls Collection,PS4,PS4,2016.0,2016,Action,Sony Computer Entertainment,0.0,0.16,0.0,0.03,0.19,2,10
7892,7892,7896.0,Cabela's Survival: Shadows of Katmai,PS3,PS3,2011.0,2011,Sports,Activision,0.11,0.05,0.0,0.03,0.19,0,9
7893,7893,7897.0,Shaun White Skateboarding,Wii,Wii,2010.0,2010,Sports,Ubisoft,0.14,0.03,0.0,0.01,0.19,0,15
7894,7894,7898.0,Boogie,PS2,PS2,2007.0,2007,Misc,Electronic Arts,0.09,0.07,0.0,0.02,0.19,4,8
7895,7895,7899.0,Gungrave,PS2,PS2,2002.0,2002,Shooter,Activision,0.09,0.07,0.0,0.02,0.19,8,8
7896,7896,7900.0,Phantasy Star Universe,PS2,PS2,2006.0,2006,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,11,8
7897,7897,7901.0,Transworld Surf,PS2,PS2,2002.0,2002,Sports,Atari,0.09,0.07,0.0,0.02,0.19,0,8
7898,7898,7902.0,God Eater Resurrection,PSV,PSV,2015.0,2015,Action,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,2,12
7899,7899,7903.0,Tenchu: Fatal Shadows,PS2,PS2,2004.0,2004,Action,Sega,0.09,0.07,0.0,0.02,0.19,2,8
7900,7900,7904.0,Active Health with Carol Vorderman,DS,DS,2009.0,2009,Sports,Nintendo,0.0,0.18,0.0,0.01,0.19,0,2
7901,7901,7905.0,Escape The Museum,DS,DS,2010.0,2010,Adventure,Astragon,0.05,0.12,0.0,0.02,0.19,3,2
7902,7902,7906.0,The Legend of Spyro: A New Beginning,GC,GC,2006.0,2006,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,1,4
7903,7903,7907.0,International Soccer,2600,2600,1981.0,1993,Sports,Mattel Interactive,0.18,0.01,0.0,0.0,0.19,0,0
7904,7904,7908.0,Sing4: The Hits Edition,Wii,Wii,2011.0,2011,Misc,Crave Entertainment,0.18,0.0,0.0,0.01,0.19,4,15
7905,7905,7909.0,Jewel Master: Cradle of Athena,DS,DS,2010.0,2010,Puzzle,Storm City Games,0.18,0.0,0.0,0.01,0.19,6,2
7906,7906,7910.0,Princess Maker: Yumemiru Yosei,PS,PS,1997.0,1997,Strategy,Sony Computer Entertainment,0.0,0.0,0.18,0.01,0.19,10,7
7907,7907,7911.0,Pet Zombies,3DS,3DS,,1992,Simulation,Majesco Entertainment,0.18,0.0,0.0,0.01,0.19,9,1
7908,7908,7912.0,Big Air,PS,PS,1999.0,1999,Sports,Accolade,0.1,0.07,0.0,0.01,0.19,0,7
7909,7909,7913.0,Shining Force II,GEN,OTRA,1993.0,1993,Strategy,Sega,0.0,0.0,0.19,0.0,0.19,10,20
7910,7910,7914.0,Gallop Racer,PS,PS,1999.0,1999,Sports,Tecmo Koei,0.0,0.0,0.18,0.01,0.19,0,7
7911,7911,7915.0,Harry Potter and the Prisoner of Azkaban,XB,XB,2004.0,2004,Action,Electronic Arts,0.14,0.04,0.0,0.01,0.19,2,18
7912,7912,7916.0,NASCAR Unleashed,3DS,3DS,2011.0,2011,Racing,Activision,0.18,0.0,0.0,0.01,0.19,7,1
7913,7913,7917.0,3rd Super Robot Wars Z Jigoku Hen,PSV,PSV,2014.0,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,11,12
7914,7914,7918.0,Sudoku Gridmaster (JP sales),DS,DS,2006.0,2006,Puzzle,Nintendo,0.0,0.0,0.19,0.0,0.19,6,2
7915,7915,7919.0,Dynasty Warriors Gundam,X360,X360,2007.0,2007,Action,Namco Bandai Games,0.15,0.01,0.02,0.01,0.19,2,17
7916,7916,7920.0,Taiko no Tatsujin: Wii U Version!,WiiU,WiiU,2013.0,2013,Misc,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,4,16
7917,7917,7921.0,Monsters vs. Aliens,PS2,PS2,2009.0,2009,Action,Activision,0.11,0.0,0.0,0.08,0.19,2,8
7918,7918,7922.0,CSI: Fatal Conspiracy,PS3,PS3,2010.0,2010,Adventure,Ubisoft,0.11,0.05,0.0,0.02,0.19,3,9
7919,7919,7923.0,College Slam,PS,PS,1995.0,1995,Sports,Acclaim Entertainment,0.1,0.07,0.0,0.01,0.19,0,7
7920,7920,7924.0,Arcania: Gothic 4,PC,PC,2010.0,2010,Role-Playing,JoWood Productions,0.09,0.08,0.0,0.02,0.19,11,6
7921,7921,7925.0,Mushroom Men: The Spore Wars,Wii,Wii,2008.0,2008,Action,SouthPeak Games,0.17,0.01,0.0,0.01,0.19,2,15
7922,7922,7926.0,Zumba Fitness Rush,X360,X360,2012.0,2012,Sports,505 Games,0.0,0.16,0.0,0.02,0.19,0,17
7923,7923,7927.0,Pro Yaky? Spirits 4,PS2,PS2,2007.0,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,0,8
7924,7924,7928.0,Pictionary,DS,DS,2010.0,2010,Puzzle,THQ,0.1,0.07,0.0,0.02,0.19,6,2
7925,7925,7929.0,SoulCalibur Legends,Wii,Wii,2007.0,2007,Action,Namco Bandai Games,0.16,0.01,0.0,0.01,0.19,2,15
7926,7926,7930.0,Daigasso! Band Brothers,DS,DS,2004.0,2004,Misc,Nintendo,0.0,0.0,0.19,0.0,0.19,4,2
7927,7927,7931.0,Rise of the Kasai,PS2,PS2,2005.0,2005,Action,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,2,8
7928,7928,7932.0,Thoroughbred Breeder,SNES,SNES,1993.0,1993,Simulation,Hect,0.0,0.0,0.19,0.0,0.19,9,14
7929,7929,7933.0,F1 2011,PC,PC,2011.0,2011,Racing,Codemasters,0.0,0.15,0.0,0.04,0.19,7,6
7930,7930,7934.0,Momotarou Dentetsu World,DS,DS,2010.0,2010,Misc,Hudson Soft,0.0,0.0,0.19,0.0,0.19,4,2
7931,7931,7935.0,Nobunaga no Yabou: Souzou,PS3,PS3,2013.0,2013,Strategy,Tecmo Koei,0.0,0.0,0.19,0.0,0.19,10,9
7932,7932,7936.0,Doctor Who: Return to Earth,Wii,Wii,2010.0,2010,Adventure,Asylum Entertainment,0.0,0.16,0.0,0.02,0.19,3,15
7933,7933,7937.0,The Munchables,Wii,Wii,2009.0,2009,Action,Namco Bandai Games,0.17,0.0,0.0,0.01,0.19,2,15
7934,7934,7938.0,We Dance,Wii,Wii,2011.0,2011,Misc,Nordic Games,0.0,0.17,0.0,0.02,0.19,4,15
7935,7935,7939.0,Chibi-Robo! Park Patrol,DS,DS,2007.0,2007,Adventure,Unknown,0.0,0.0,0.19,0.0,0.19,3,2
7936,7936,7940.0,Bolt,PS3,PS3,2008.0,2008,Adventure,Disney Interactive Studios,0.12,0.05,0.0,0.02,0.19,3,9
7937,7937,7941.0,Singstar: Ultimate Party,PS4,PS4,2014.0,2014,Misc,Sony Computer Entertainment Europe,0.0,0.16,0.0,0.03,0.19,4,10
7938,7938,7942.0,Mathews Bowhunting,Wii,Wii,2010.0,2010,Sports,Zoo Games,0.18,0.0,0.0,0.01,0.19,0,15
7939,7939,7943.0,3rd Super Robot Wars Z: Tengoku-Hen,PSV,PSV,2015.0,2015,Action,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,2,12
7940,7940,7944.0,One Piece: Unlimited Adventure,Wii,Wii,2007.0,2007,Adventure,Namco Bandai Games,0.07,0.0,0.11,0.01,0.19,3,15
7941,7941,7945.0,Remington Super Slam Hunting: North America,Wii,Wii,2010.0,2010,Sports,Mastiff,0.18,0.0,0.0,0.01,0.19,0,15
7942,7942,7946.0,Crash & Spyro Superpack,GBA,GBA,2005.0,2005,Platform,Vivendi Games,0.13,0.05,0.0,0.0,0.19,1,3
7943,7943,7947.0,Earth Defense Force: Insect Armageddon,X360,X360,2011.0,2011,Shooter,D3Publisher,0.1,0.05,0.03,0.01,0.19,8,17
7944,7944,7948.0,Face Training,DS,DS,2007.0,2007,Misc,Nintendo,0.0,0.0,0.19,0.0,0.19,4,2
7945,7945,7949.0,Star Trek: Legacy,X360,X360,,1992,Simulation,Ubisoft,0.14,0.03,0.0,0.02,0.19,9,17
7946,7946,7950.0,ThunderStrike 2,PS,PS,1994.0,1994,Simulation,Core Design Ltd.,0.1,0.07,0.0,0.01,0.19,9,7
7947,7947,7951.0,Disney's Meet the Robinsons,Wii,Wii,2007.0,2007,Action,Disney Interactive Studios,0.17,0.0,0.0,0.01,0.19,2,15
7948,7948,7952.0,Call of Duty: World at War,PC,PC,2008.0,2008,Shooter,Activision,0.02,0.13,0.0,0.03,0.19,8,6
7949,7949,7953.0,Pro Yaky? Spirits 2012,PS3,PS3,2012.0,2012,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,0,9
7950,7950,7954.0,Kuma-Tomo,3DS,3DS,2013.0,2013,Misc,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,4,1
7951,7951,7955.0,Super Real Mahjong P V,SAT,SAT,1995.0,1995,Misc,Seta Corporation,0.0,0.0,0.19,0.0,0.19,4,14
7952,7952,7956.0,Thomas the Tank Engine & Friends,GBA,GBA,2004.0,2004,Adventure,,0.13,0.05,0.0,0.0,0.19,3,3
7953,7953,7957.0,Grand Slam Tennis 2,X360,X360,2012.0,2012,Sports,Electronic Arts,0.1,0.07,0.0,0.02,0.19,0,17
7954,7954,7958.0,Penguin no Mondai X: Tenkuu no 7 Senshi,DS,DS,2009.0,2009,Action,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,2,2
7955,7955,7959.0,The Scorpion King: Sword of Osiris,GBA,GBA,2002.0,2002,Action,Vivendi Games,0.13,0.05,0.0,0.0,0.19,2,3
7956,7956,7960.0,Bubsy 3D,PS,PS,1996.0,1996,Platform,Accolade,0.1,0.07,0.0,0.01,0.19,1,7
7957,7957,7961.0,Reel Fishing Paradise 3D,3DS,3DS,2011.0,2011,Sports,Marvelous Interactive,0.12,0.0,0.06,0.01,0.19,0,1
7958,7958,7962.0,NCAA Final Four 2001,PS2,PS2,2000.0,2000,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,0,8
7959,7959,7963.0,Farmtopia,DS,DS,2010.0,2010,Simulation,505 Games,0.18,0.0,0.0,0.01,0.19,9,2
7960,7960,7964.0,Robin Hood: Defender of the Crown,PS2,PS2,2003.0,2003,Strategy,Capcom,0.09,0.07,0.0,0.02,0.19,10,8
7961,7961,7965.0,SD Gundam GX,SNES,SNES,1994.0,1994,Strategy,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,10,14
7962,7962,7966.0,R-Type Final,PS2,PS2,2003.0,2003,Shooter,Metro 3D,0.09,0.07,0.0,0.02,0.19,8,8
7963,7963,7967.0,Jackie Chan Adventures: Legend of the Dark Hand,GBA,GBA,2001.0,2001,Action,Activision,0.13,0.05,0.0,0.0,0.19,2,3
7964,7964,7968.0,MotoGP,Wii,Wii,2009.0,2009,Racing,Capcom,0.05,0.11,0.0,0.02,0.19,7,15
7965,7965,7969.0,Sega GT 2002,XB,XB,2002.0,2002,Racing,Sega,0.12,0.03,0.03,0.01,0.19,7,18
7966,7966,7970.0,Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,PS2,2005.0,2005,Action,Activision,0.09,0.07,0.0,0.02,0.19,2,8
7967,7967,7971.0,WWE SmackDown vs. Raw 2009,DS,DS,2008.0,2008,Fighting,THQ,0.15,0.02,0.0,0.01,0.19,5,2
7968,7968,7972.0,Pro Evolution Soccer 2014,3DS,3DS,2013.0,2013,Action,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,2,1
7969,7969,7973.0,Samurai Warriors 2: Empires,PS2,PS2,2006.0,2006,Action,Tecmo Koei,0.0,0.0,0.19,0.0,0.19,2,8
7970,7970,7974.0,Blood Omen 2,XB,XB,2002.0,2002,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,2,18
7971,7971,7975.0,Jurassic: The Hunted,PS3,PS3,2009.0,2009,Shooter,Activision,0.17,0.0,0.0,0.02,0.19,8,9
7972,7972,7976.0,J-League Pro Soccer Club o Tsukurou! 5,PS2,PS2,2007.0,2007,Sports,Sega,0.0,0.0,0.19,0.0,0.19,0,8
7973,7973,7977.0,Harry Potter: Quidditch World Cup,XB,XB,2003.0,2003,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,0,18
7974,7974,7978.0,Dance Central: Spotlight,XOne,XOne,2014.0,2014,Misc,Microsoft Game Studios,0.15,0.03,0.0,0.0,0.19,4,19
7975,7975,7979.0,Little Battlers eXperience W,PSP,PSP,2012.0,2012,Role-Playing,Level 5,0.0,0.0,0.19,0.0,0.19,11,11
7976,7976,7980.0,Magical Starsign (US sales),DS,DS,2006.0,2006,Role-Playing,Nintendo,0.16,0.03,0.0,0.0,0.19,11,2
7977,7977,7981.0,Tekken Tag Tournament 2,WiiU,WiiU,2012.0,2012,Fighting,Namco Bandai Games,0.09,0.07,0.01,0.01,0.19,5,16
7978,7978,7982.0,Hot Wheels: Battle Force 5,Wii,Wii,2009.0,2009,Racing,Activision,0.17,0.0,0.0,0.01,0.19,7,15
7979,7979,7983.0,Dragon Blade: Wrath of Fire,Wii,Wii,2007.0,2007,Action,D3Publisher,0.17,0.0,0.0,0.01,0.19,2,15
7980,7980,7984.0,La Pucelle: Tactics,PS2,PS2,2002.0,2002,Role-Playing,Tecmo Koei,0.09,0.07,0.0,0.02,0.19,11,8
7981,7981,7985.0,Phantasy Star Nova,PSV,PSV,2014.0,2014,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,11,12
7982,7982,7986.0,SBK X: Superbike World Championship,X360,X360,2010.0,2010,Racing,Black Bean Games,0.1,0.07,0.0,0.02,0.19,7,17
7983,7983,7987.0,Samurai Warriors: State of War,PSP,PSP,2005.0,2005,Action,Tecmo Koei,0.07,0.0,0.11,0.01,0.19,2,11
7984,7984,7988.0,Tiger Woods PGA Tour 07,XB,XB,2006.0,2006,Sports,Electronic Arts,0.13,0.05,0.0,0.01,0.19,0,18
7985,7985,7989.0,Call of Juarez,X360,X360,2007.0,2007,Shooter,Ubisoft,0.14,0.02,0.0,0.01,0.19,8,17
7986,7986,7990.0,Star Wars: The Clone Wars & Tetris Worlds,XB,XB,2002.0,2002,Misc,Microsoft Game Studios,0.14,0.04,0.0,0.01,0.19,4,18
7987,7987,7991.0,The Bee Game,DS,DS,2007.0,2007,Adventure,Midway Games,0.17,0.0,0.0,0.01,0.19,3,2
7988,7988,7992.0,EverQuest Online Adventures: Frontiers,PS2,PS2,2003.0,2003,Role-Playing,Sony Online Entertainment,0.09,0.07,0.0,0.02,0.19,11,8
7989,7989,7993.0,Cabela's Survival: Shadows of Katmai,X360,X360,2011.0,2011,Sports,Activision,0.14,0.03,0.0,0.01,0.19,0,17
7990,7990,7994.0,NBA Ballers: Chosen One,X360,X360,2008.0,2008,Sports,Midway Games,0.17,0.0,0.0,0.01,0.19,0,17
7991,7991,7995.0,WWE All Stars,PSP,PSP,2011.0,2011,Fighting,THQ,0.12,0.04,0.0,0.03,0.19,5,11
7992,7992,7996.0,Treasures of the Deep,PS,PS,1997.0,1997,Action,Namco Bandai Games,0.1,0.07,0.0,0.01,0.19,2,7
7993,7993,7997.0,Phantasy Star Online Ver. 2,DC,OTRA,2001.0,2001,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,11,20
7994,7994,7998.0,EyePet & Friends,PS3,PS3,2011.0,2011,Simulation,Sony Computer Entertainment,0.06,0.09,0.0,0.03,0.19,9,9
7995,7995,7999.0,The Lord of the Rings: War in the North,PC,PC,2011.0,2011,Action,Warner Bros. Interactive Entertainment,0.04,0.11,0.0,0.03,0.18,2,6
7996,7996,8000.0,Major League Baseball 2K10,PS3,PS3,2010.0,2010,Sports,Take-Two Interactive,0.17,0.0,0.0,0.01,0.18,0,9
7997,7997,8001.0,Fight Club,PS2,PS2,2004.0,2004,Fighting,Vivendi Games,0.09,0.07,0.0,0.02,0.18,5,8
7998,7998,8002.0,Hello Kitty: Birthday Adventures,DS,DS,2010.0,2010,Adventure,Namco Bandai Games,0.06,0.11,0.0,0.02,0.18,3,2
7999,7999,8003.0,Syndicate,X360,X360,2012.0,2012,Shooter,Electronic Arts,0.1,0.06,0.0,0.02,0.18,8,17
8000,8000,8004.0,Dance Dance Revolution: Disney Grooves,Wii,Wii,2009.0,2009,Simulation,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.18,9,15
8001,8001,8005.0,Pure Futbol,X360,X360,2010.0,2010,Sports,Ubisoft,0.08,0.09,0.0,0.02,0.18,0,17
8002,8002,8006.0,Harvest Moon: A Wonderful Life Special Edition,PS2,PS2,2004.0,2004,Simulation,505 Games,0.09,0.07,0.0,0.02,0.18,9,8
8003,8003,8007.0,Sports Illustrated for Kids: Football,GBA,GBA,2003.0,2003,Sports,BAM! Entertainment,0.13,0.05,0.0,0.0,0.18,0,3
8004,8004,8008.0,The Last Airbender,DS,DS,2010.0,2010,Action,THQ,0.13,0.04,0.0,0.01,0.18,2,2
8005,8005,8009.0,Happy Cooking,DS,DS,2006.0,2006,Simulation,Ubisoft,0.17,0.0,0.0,0.01,0.18,9,2
